moods,time_segment,city,state,time_zone,temperature_f,weather,profile_id,drink_name,drink_notes
angry|happy|calm,afternoon,Pittsburgh,PA,America/New_York,53,showers,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
gloomy,morning,Fort Wayne,IN,America/Indiana/Indianapolis,59,drizzle,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
calm|angry|motivated,morning,Tampa,FL,America/New_York,49,rain,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
restless|curious|hopeful,morning,Wichita,KS,America/Chicago,50,drizzle,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
lonely,evening,Columbus,OH,America/New_York,51,showers,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
hopeful|curious|motivated,morning,New Orleans,LA,America/Chicago,35,snow,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
happy|restless,afternoon,Philadelphia,PA,America/New_York,54,drizzle,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
angry|sad|tired,evening,Austin,TX,America/Chicago,59,mixed conditions,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
happy,morning,Columbus,OH,America/New_York,61,clear,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
bored|hopeful,morning,Riverside,CA,America/Los_Angeles,59,mostly clear,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
restless|angry,evening,Fort Worth,TX,America/Chicago,53,mostly clear,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
sad,evening,Los Angeles,CA,America/Los_Angeles,51,overcast,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
numb|curious,afternoon,Lexington,KY,America/New_York,73,mixed conditions,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
lonely|restless,afternoon,Pittsburgh,PA,America/New_York,70,thunderstorm,espresso_smooth,Honey almond latte,Espresso; almond milk; and soft honey.
hopeful|motivated,afternoon,Fort Worth,TX,America/Chicago,59,drizzle,tea_floral,Sparkling peach tea,White tea; peach; and soda.
restless|lonely,morning,Stockton,CA,America/Los_Angeles,57,fog,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
gloomy|calm|restless,evening,Arlington,TX,America/Chicago,57,overcast,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
restless|curious,evening,Washington,DC,America/New_York,56,overcast,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
curious|angry|happy,morning,Memphis,TN,America/Chicago,56,rain,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
gloomy|curious,afternoon,Columbus,OH,America/New_York,80,clear,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
gloomy|lonely,morning,Las Vegas,NV,America/Los_Angeles,41,snow,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
anxious|angry,morning,Philadelphia,PA,America/New_York,69,clear,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
calm,afternoon,Albuquerque,NM,America/Denver,57,showers,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
angry|lonely,evening,Honolulu,HI,Pacific/Honolulu,58,mixed conditions,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
hopeful|numb,evening,Las Vegas,NV,America/Los_Angeles,50,fog,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
calm,morning,Los Angeles,CA,America/Los_Angeles,57,rain,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
happy,afternoon,Orlando,FL,America/New_York,30,snow,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
curious|happy,evening,Kansas City,MO,America/Chicago,53,drizzle,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
hopeful|numb,afternoon,Bakersfield,CA,America/Los_Angeles,54,showers,tea_floral,Sparkling peach tea,White tea; peach; and soda.
curious,evening,St. Paul,MN,America/Chicago,74,thunderstorm,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
numb,morning,Tucson,AZ,America/Phoenix,65,thunderstorm,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
tired|lonely,morning,Orlando,FL,America/New_York,42,drizzle,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
lonely|numb|curious,afternoon,Aurora,CO,America/Denver,44,fog,espresso_smooth,Honey almond latte,Espresso; almond milk; and soft honey.
calm,evening,Las Vegas,NV,America/Los_Angeles,63,mostly clear,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
motivated|gloomy,morning,Nashville,TN,America/Chicago,59,drizzle,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
numb|angry|restless,morning,San Diego,CA,America/Los_Angeles,67,overcast,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
angry|restless|anxious,afternoon,Toledo,OH,America/New_York,47,showers,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
calm|hopeful,morning,St. Paul,MN,America/Chicago,83,mixed conditions,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
tired|curious|numb,evening,Washington,DC,America/New_York,48,rain,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
happy|angry|numb,evening,Louisville,KY,America/New_York,40,drizzle,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
angry,evening,San Diego,CA,America/Los_Angeles,66,overcast,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
anxious|restless,morning,Boston,MA,America/New_York,71,thunderstorm,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
stressed,morning,Washington,DC,America/New_York,37,snow,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
calm|hopeful|numb,afternoon,Louisville,KY,America/New_York,56,mostly clear,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
angry,afternoon,Cleveland,OH,America/New_York,45,drizzle,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
angry|bored,morning,Memphis,TN,America/Chicago,50,mostly clear,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
motivated|lonely|hopeful,evening,Plano,TX,America/Chicago,57,fog,tea_floral,Cascara tea,Coffee cherry tea; citrus; and honey.
angry|anxious|numb,afternoon,Fort Wayne,IN,America/Indiana/Indianapolis,51,fog,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
stressed,afternoon,Lincoln,NE,America/Chicago,39,snow,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
stressed|calm,afternoon,Louisville,KY,America/New_York,49,fog,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
restless|angry,morning,Washington,DC,America/New_York,78,clear,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
motivated,afternoon,Arlington,TX,America/Chicago,57,rain,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
angry|stressed,afternoon,Tampa,FL,America/New_York,58,drizzle,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
stressed,afternoon,Jacksonville,FL,America/New_York,42,fog,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
gloomy|tired,afternoon,Miami,FL,America/New_York,56,fog,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
motivated|calm,evening,Newark,NJ,America/New_York,64,rain,tea_floral,Cascara tea,Coffee cherry tea; citrus; and honey.
lonely,evening,Lincoln,NE,America/Chicago,72,thunderstorm,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
happy|sad|lonely,evening,Newark,NJ,America/New_York,67,mixed conditions,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
stressed,afternoon,Memphis,TN,America/Chicago,53,fog,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
tired|gloomy|curious,evening,Atlanta,GA,America/New_York,31,snow,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
numb|stressed|gloomy,afternoon,Santa Ana,CA,America/Los_Angeles,58,drizzle,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
stressed|numb|curious,afternoon,St. Louis,MO,America/Chicago,67,overcast,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
hopeful,morning,Louisville,KY,America/New_York,60,thunderstorm,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
happy|calm|restless,afternoon,Washington,DC,America/New_York,69,thunderstorm,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
lonely|anxious,evening,Omaha,NE,America/Chicago,47,fog,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
angry|hopeful,evening,New York,NY,America/New_York,68,thunderstorm,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
angry,afternoon,Los Angeles,CA,America/Los_Angeles,82,mixed conditions,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
hopeful|motivated,morning,Tampa,FL,America/New_York,55,rain,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
angry,morning,Fresno,CA,America/Los_Angeles,76,thunderstorm,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
sad|bored|numb,afternoon,Cincinnati,OH,America/New_York,84,clear,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
hopeful|angry|sad,morning,Aurora,CO,America/Denver,75,thunderstorm,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
anxious|angry|numb,morning,Arlington,TX,America/Chicago,58,showers,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
stressed,evening,Lincoln,NE,America/Chicago,54,showers,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
motivated,morning,Orlando,FL,America/New_York,60,mostly clear,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
tired|gloomy|sad,evening,Austin,TX,America/Chicago,50,showers,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
calm,evening,Toledo,OH,America/New_York,65,thunderstorm,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
tired,afternoon,Philadelphia,PA,America/New_York,68,mostly clear,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
bored|stressed,morning,Los Angeles,CA,America/Los_Angeles,65,mostly clear,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
motivated,evening,Santa Ana,CA,America/Los_Angeles,82,clear,tea_floral,Cascara tea,Coffee cherry tea; citrus; and honey.
hopeful|calm|motivated,evening,Washington,DC,America/New_York,83,clear,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
sad|bored|anxious,afternoon,Fresno,CA,America/Los_Angeles,54,showers,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
calm|angry,afternoon,Phoenix,AZ,America/Phoenix,46,drizzle,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
numb|lonely|calm,morning,Portland,OR,America/Los_Angeles,52,showers,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
anxious,morning,Seattle,WA,America/Los_Angeles,67,mixed conditions,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
gloomy|anxious|curious,evening,Greensboro,NC,America/New_York,54,fog,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
calm|bored,afternoon,Denver,CO,America/Denver,61,rain,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
bored|calm,morning,Honolulu,HI,Pacific/Honolulu,64,rain,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
happy|bored,morning,New York,NY,America/New_York,55,overcast,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
hopeful|motivated,afternoon,St. Paul,MN,America/Chicago,41,snow,tea_floral,Sparkling peach tea,White tea; peach; and soda.
bored|motivated,morning,Orlando,FL,America/New_York,52,showers,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
tired|bored|happy,evening,Newark,NJ,America/New_York,65,thunderstorm,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
hopeful,morning,Louisville,KY,America/New_York,79,clear,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
gloomy|sad|happy,afternoon,Wichita,KS,America/Chicago,77,clear,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
bored,evening,St. Paul,MN,America/Chicago,65,mostly clear,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
stressed,evening,Oakland,CA,America/Los_Angeles,59,rain,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
gloomy|lonely|numb,morning,Mesa,AZ,America/Phoenix,76,thunderstorm,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
hopeful|gloomy,afternoon,Milwaukee,WI,America/Chicago,70,mixed conditions,tea_floral,Sparkling peach tea,White tea; peach; and soda.
happy|anxious|bored,evening,Charlotte,NC,America/New_York,78,thunderstorm,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
calm|anxious,afternoon,Oakland,CA,America/Los_Angeles,55,mostly clear,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
stressed|hopeful|angry,morning,Jacksonville,FL,America/New_York,76,clear,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
sad|calm|gloomy,evening,Lexington,KY,America/New_York,53,overcast,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
stressed,morning,Lincoln,NE,America/Chicago,31,snow,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
angry|anxious,morning,Toledo,OH,America/New_York,64,mixed conditions,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
curious|sad,morning,Anaheim,CA,America/Los_Angeles,62,mixed conditions,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
numb,evening,Indianapolis,IN,America/Indiana/Indianapolis,42,drizzle,house_blend,Quiet chamomile,Chamomile tea with soft honey.
anxious|sad,evening,Oakland,CA,America/Los_Angeles,62,thunderstorm,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
stressed|hopeful|lonely,afternoon,Sacramento,CA,America/Los_Angeles,67,mixed conditions,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
hopeful|bored|anxious,morning,Bakersfield,CA,America/Los_Angeles,44,snow,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
tired,evening,Arlington,TX,America/Chicago,50,overcast,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
motivated|bored,afternoon,Plano,TX,America/Chicago,59,showers,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
calm|bored|hopeful,afternoon,Columbus,OH,America/New_York,55,rain,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
numb|happy|tired,afternoon,Dallas,TX,America/Chicago,53,drizzle,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
stressed,evening,Greensboro,NC,America/New_York,51,drizzle,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
anxious|angry,evening,Portland,OR,America/Los_Angeles,63,rain,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
curious|bored,afternoon,Memphis,TN,America/Chicago,47,rain,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
anxious|sad,afternoon,Washington,DC,America/New_York,44,drizzle,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
hopeful|restless,afternoon,Memphis,TN,America/Chicago,41,snow,tea_floral,Sparkling peach tea,White tea; peach; and soda.
calm|tired|happy,afternoon,Oklahoma City,OK,America/Chicago,65,thunderstorm,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
gloomy|hopeful|angry,evening,Seattle,WA,America/Los_Angeles,53,fog,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
angry,evening,Anchorage,AK,America/Anchorage,77,mixed conditions,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
angry|bored,afternoon,San Diego,CA,America/Los_Angeles,63,clear,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
motivated|gloomy,evening,Baltimore,MD,America/New_York,71,clear,tea_floral,Cascara tea,Coffee cherry tea; citrus; and honey.
bored,afternoon,Fresno,CA,America/Los_Angeles,50,drizzle,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
angry|anxious,morning,San Jose,CA,America/Los_Angeles,60,clear,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
hopeful|tired|stressed,morning,Boston,MA,America/New_York,64,clear,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
hopeful,morning,Baltimore,MD,America/New_York,57,overcast,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
happy,morning,Tulsa,OK,America/Chicago,50,showers,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
bored|happy|hopeful,afternoon,Dallas,TX,America/Chicago,62,showers,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
lonely,evening,Fresno,CA,America/Los_Angeles,53,showers,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
calm|motivated,evening,Las Vegas,NV,America/Los_Angeles,52,showers,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
angry,afternoon,Dallas,TX,America/Chicago,50,overcast,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
angry|anxious,afternoon,Toledo,OH,America/New_York,65,thunderstorm,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
tired|angry,morning,Aurora,CO,America/Denver,52,rain,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
anxious|tired,morning,New Orleans,LA,America/Chicago,49,showers,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
calm|motivated|numb,morning,Corpus Christi,TX,America/Chicago,60,mostly clear,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
calm|angry|tired,evening,Los Angeles,CA,America/Los_Angeles,57,drizzle,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
angry,afternoon,Colorado Springs,CO,America/Denver,70,clear,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
calm|lonely,morning,Houston,TX,America/Chicago,47,fog,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
stressed|happy,afternoon,Tucson,AZ,America/Phoenix,59,overcast,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
curious|happy|anxious,morning,Santa Ana,CA,America/Los_Angeles,82,mixed conditions,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
sad|lonely,morning,Lincoln,NE,America/Chicago,53,overcast,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
tired|gloomy|bored,evening,Louisville,KY,America/New_York,80,clear,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
angry|anxious|motivated,afternoon,Santa Ana,CA,America/Los_Angeles,61,rain,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
motivated|curious,morning,Corpus Christi,TX,America/Chicago,36,snow,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
gloomy|bored|calm,morning,Honolulu,HI,Pacific/Honolulu,60,rain,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
lonely|happy,morning,Riverside,CA,America/Los_Angeles,58,rain,house_blend,Vanilla oat cappuccino,Espresso; oat milk foam; and vanilla bean.
angry,evening,Arlington,TX,America/Chicago,79,thunderstorm,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
hopeful|curious,afternoon,Omaha,NE,America/Chicago,64,thunderstorm,tea_floral,Sparkling peach tea,White tea; peach; and soda.
restless|anxious|curious,evening,Las Vegas,NV,America/Los_Angeles,51,drizzle,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
curious|angry,afternoon,Los Angeles,CA,America/Los_Angeles,56,mostly clear,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
sad,morning,Portland,OR,America/Los_Angeles,60,clear,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
anxious,evening,Arlington,TX,America/Chicago,51,rain,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
motivated|tired,afternoon,Detroit,MI,America/Detroit,32,snow,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
curious|motivated|tired,afternoon,El Paso,TX,America/Denver,59,mostly clear,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
numb|calm|lonely,morning,Denver,CO,America/Denver,54,showers,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
sad|angry,afternoon,Stockton,CA,America/Los_Angeles,46,drizzle,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
angry|anxious,morning,Cleveland,OH,America/New_York,51,mostly clear,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
hopeful|gloomy,afternoon,San Diego,CA,America/Los_Angeles,63,overcast,tea_floral,Sparkling peach tea,White tea; peach; and soda.
curious|calm|angry,morning,Austin,TX,America/Chicago,31,snow,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
angry,evening,San Francisco,CA,America/Los_Angeles,51,showers,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
tired|gloomy,morning,Omaha,NE,America/Chicago,30,snow,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
sad|numb,afternoon,Kansas City,MO,America/Chicago,75,clear,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
anxious|motivated,afternoon,Honolulu,HI,Pacific/Honolulu,62,rain,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
curious|calm|stressed,evening,Tucson,AZ,America/Phoenix,55,mostly clear,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
anxious|lonely|sad,evening,Cincinnati,OH,America/New_York,35,snow,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
restless,evening,Omaha,NE,America/Chicago,60,mostly clear,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
calm,afternoon,Houston,TX,America/Chicago,80,clear,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
sad|motivated|curious,afternoon,Newark,NJ,America/New_York,59,mostly clear,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
bored|anxious|calm,morning,Albuquerque,NM,America/Denver,69,mostly clear,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
lonely|angry,evening,Columbus,OH,America/New_York,64,thunderstorm,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
tired|angry,afternoon,Anaheim,CA,America/Los_Angeles,43,drizzle,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
happy|anxious,afternoon,Las Vegas,NV,America/Los_Angeles,70,thunderstorm,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
angry|tired,morning,Louisville,KY,America/New_York,55,rain,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
curious|numb,afternoon,Tucson,AZ,America/Phoenix,34,snow,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
calm|happy,morning,Albuquerque,NM,America/Denver,54,fog,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
tired|angry,morning,Las Vegas,NV,America/Los_Angeles,62,clear,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
angry|anxious,morning,Cincinnati,OH,America/New_York,68,overcast,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
angry,afternoon,Boston,MA,America/New_York,46,fog,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
restless|anxious|bored,evening,Anchorage,AK,America/Anchorage,47,rain,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
calm,afternoon,Tampa,FL,America/New_York,41,fog,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
calm|bored,evening,Corpus Christi,TX,America/Chicago,31,snow,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
calm|bored|motivated,afternoon,Irvine,CA,America/Los_Angeles,52,rain,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
hopeful|lonely,evening,Newark,NJ,America/New_York,75,thunderstorm,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
restless|happy,morning,Chula Vista,CA,America/Los_Angeles,50,overcast,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
angry|sad,morning,Lincoln,NE,America/Chicago,57,mixed conditions,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
bored|sad|angry,morning,Honolulu,HI,Pacific/Honolulu,53,showers,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
motivated|bored,morning,New York,NY,America/New_York,74,thunderstorm,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
angry|anxious,evening,Santa Ana,CA,America/Los_Angeles,31,snow,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
tired,afternoon,Houston,TX,America/Chicago,69,mostly clear,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
angry,afternoon,El Paso,TX,America/Denver,52,rain,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
tired|curious|happy,morning,Oklahoma City,OK,America/Chicago,30,snow,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
gloomy|hopeful,morning,El Paso,TX,America/Denver,59,mixed conditions,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
calm|bored|motivated,afternoon,Minneapolis,MN,America/Chicago,61,rain,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
curious,afternoon,Durham,NC,America/New_York,46,rain,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
